Date,Close,Open,High,Low,% Change,% Change Predict
4/19/2016,"1,250.50","1,232.46","1,257.20","1,227.70",1.54%,-0.52%
4/20/2016,"1,244.05","1,251.00","1,258.75","1,242.60",-0.52%,0.39%
4/21/2016,"1,248.85","1,243.49","1,270.48","1,242.88",0.39%,-1.33%
4/22/2016,"1,232.30","1,247.44","1,252.98","1,227.35",-1.33%,0.45%
4/25/2016,"1,237.90","1,232.10","1,242.30","1,230.10",0.45%,0.45%
4/26/2016,"1,243.44","1,238.57","1,245.15","1,231.95",0.45%,0.21%
4/27/2016,"1,246.10","1,242.60","1,251.30","1,240.66",0.21%,1.64%
4/28/2016,"1,266.48","1,245.66","1,270.10","1,238.05",1.64%,2.15%
4/29/2016,"1,293.74","1,266.27","1,296.49","1,265.14",2.15%,-0.17%
5/2/2016,"1,291.60","1,293.69","1,303.98","1,287.48",-0.17%,-0.43%
5/3/2016,"1,286.00","1,291.76","1,302.40","1,282.46",-0.43%,-0.51%
5/4/2016,"1,279.49","1,285.99","1,289.68","1,271.64",-0.51%,-0.11%
5/5/2016,"1,278.05","1,279.85","1,286.38","1,269.24",-0.11%,0.83%
5/6/2016,"1,288.70","1,278.50","1,296.10","1,274.40",0.83%,-1.93%
5/9/2016,"1,263.85","1,284.93","1,287.98","1,261.09",-1.93%,0.20%
5/10/2016,"1,266.40","1,264.11","1,269.50","1,257.65",0.20%,0.89%
5/11/2016,"1,277.69","1,265.73","1,279.18","1,264.79",0.89%,-1.11%
5/12/2016,"1,263.49","1,277.80","1,280.99","1,263.49",-1.11%,0.80%
5/13/2016,"1,273.60","1,263.61","1,276.60","1,263.51",0.80%,0.02%
5/16/2016,"1,273.86","1,272.51","1,288.60","1,271.33",0.02%,0.48%
5/17/2016,"1,280.00","1,274.06","1,282.50","1,269.50",0.48%,-1.70%
5/18/2016,"1,258.30","1,279.71","1,281.51","1,255.05",-1.70%,-0.25%
5/19/2016,"1,255.10","1,258.60","1,261.92","1,245.00",-0.25%,-0.22%
5/20/2016,"1,252.30","1,255.24","1,259.98","1,248.70",-0.22%,-0.24%
5/23/2016,"1,249.24","1,251.41","1,256.36","1,243.39",-0.24%,-1.78%
5/24/2016,"1,227.00","1,249.21","1,251.26","1,226.53",-1.78%,-0.23%
5/25/2016,"1,224.18","1,227.00","1,230.21","1,217.65",-0.23%,-0.33%
5/26/2016,"1,220.15","1,223.40","1,234.01","1,218.55",-0.33%,-0.64%
5/27/2016,"1,212.40","1,219.86","1,223.70","1,206.70",-0.64%,-0.56%
5/30/2016,"1,205.58","1,213.38","1,213.83","1,199.97",-0.56%,0.80%
5/31/2016,"1,215.24","1,206.45","1,218.86","1,206.20",0.80%,-0.16%
6/1/2016,"1,213.35","1,216.40","1,221.25","1,206.50",-0.16%,-0.20%
6/2/2016,"1,210.95","1,213.62","1,218.05","1,209.99",-0.20%,2.77%
6/3/2016,"1,244.49","1,211.16","1,244.91","1,207.01",2.77%,0.06%
6/6/2016,"1,245.24","1,242.79","1,248.79","1,239.93",0.06%,-0.11%
6/7/2016,"1,243.85","1,245.56","1,246.66","1,234.90",-0.11%,1.47%
6/8/2016,"1,262.14","1,244.64","1,264.19","1,243.09",1.47%,0.56%
6/9/2016,"1,269.15","1,262.55","1,272.06","1,257.56",0.56%,0.40%
6/10/2016,"1,274.20","1,269.41","1,278.10","1,264.47",0.40%,0.77%
6/13/2016,"1,284.05","1,274.05","1,287.40","1,272.70",0.77%,0.14%
6/14/2016,"1,285.85","1,283.39","1,290.18","1,276.38",0.14%,0.44%
6/15/2016,"1,291.49","1,285.14","1,297.09","1,278.43",0.44%,-0.96%
6/16/2016,"1,279.14","1,293.51","1,316.11","1,278.77",-0.96%,1.52%
6/17/2016,"1,298.60","1,279.35","1,299.88","1,277.19",1.52%,-0.65%
6/20/2016,"1,290.15","1,285.80","1,292.36","1,277.74",-0.65%,-1.68%
6/21/2016,"1,268.44","1,288.68","1,294.38","1,264.48",-1.68%,-0.17%
6/22/2016,"1,266.31","1,268.45","1,271.00","1,261.41",-0.17%,-0.84%
6/23/2016,"1,255.65","1,264.31","1,271.65","1,255.46",-0.84%,4.80%
6/24/2016,"1,315.98","1,253.86","1,358.70","1,251.66",4.80%,0.67%
6/27/2016,"1,324.80","1,326.26","1,335.70","1,317.85",0.67%,-0.93%
6/28/2016,"1,312.51","1,324.45","1,326.39","1,305.62",-0.93%,0.49%
6/29/2016,"1,318.89","1,312.39","1,328.23","1,311.29",0.49%,0.25%
6/30/2016,"1,322.18","1,317.71","1,324.11","1,312.95",0.25%,1.52%
7/1/2016,"1,342.30","1,323.38","1,344.60","1,320.88",1.52%,0.63%
7/4/2016,"1,350.78","1,342.58","1,357.97","1,338.34",0.63%,0.40%
7/5/2016,"1,356.14","1,351.15","1,357.71","1,338.43",0.40%,0.57%
7/6/2016,"1,363.89","1,356.74","1,375.30","1,356.23",0.57%,-0.24%
7/7/2016,"1,360.60","1,363.56","1,370.26","1,350.80",-0.24%,0.46%
7/8/2016,"1,366.80","1,359.21","1,369.09","1,336.08",0.46%,-0.85%
7/11/2016,"1,355.25","1,368.71","1,375.11","1,351.20",-0.85%,-1.74%
7/12/2016,"1,331.65","1,355.16","1,358.20","1,330.15",-1.74%,0.84%
7/13/2016,"1,342.85","1,332.40","1,345.60","1,327.70",0.84%,-0.58%
7/14/2016,"1,335.10","1,344.01","1,347.10","1,320.22",-0.58%,0.21%
7/15/2016,"1,337.85","1,336.31","1,338.90","1,322.55",0.21%,-0.68%
7/18/2016,"1,328.79","1,332.81","1,335.70","1,323.84",-0.68%,0.25%
7/19/2016,"1,332.13","1,328.51","1,335.29","1,325.61",0.25%,-1.21%
7/20/2016,"1,315.95","1,331.81","1,336.34","1,312.49",-1.21%,1.15%
7/21/2016,"1,331.09","1,316.31","1,334.38","1,310.95",1.15%,-0.65%
7/22/2016,"1,322.38","1,330.94","1,334.22","1,319.58",-0.65%,-0.52%
7/25/2016,"1,315.56","1,322.59","1,324.12","1,312.43",-0.52%,0.36%
7/26/2016,"1,320.32","1,315.59","1,325.08","1,313.83",0.36%,1.48%
7/27/2016,"1,339.86","1,320.04","1,342.62","1,315.74",1.48%,-0.30%
7/28/2016,"1,335.79","1,339.38","1,345.53","1,332.23",-0.30%,1.13%
7/29/2016,"1,350.91","1,335.75","1,355.42","1,330.00",1.13%,0.17%
8/1/2016,"1,353.21","1,349.88","1,355.22","1,346.24",0.17%,0.77%
8/2/2016,"1,363.68","1,353.47","1,367.81","1,347.06",0.77%,-0.42%
8/3/2016,"1,357.90","1,363.65","1,366.85","1,354.16",-0.42%,0.24%
8/4/2016,"1,361.20","1,358.41","1,365.45","1,348.90",0.24%,-1.87%
8/5/2016,"1,335.80","1,360.72","1,365.51","1,334.87",-1.87%,-0.03%
8/8/2016,"1,335.38","1,335.18","1,338.53","1,329.84",-0.03%,0.40%
8/9/2016,"1,340.75","1,334.85","1,343.24","1,330.47",0.40%,0.44%
8/10/2016,"1,346.67","1,340.95","1,357.57","1,340.30",0.44%,-0.58%
8/11/2016,"1,338.87","1,347.26","1,353.78","1,335.93",-0.58%,-0.20%
8/12/2016,"1,336.19","1,338.70","1,356.28","1,333.98",-0.20%,0.24%
8/15/2016,"1,339.36","1,338.08","1,344.21","1,335.95",0.24%,0.50%
8/16/2016,"1,346.08","1,339.69","1,358.38","1,339.47",0.50%,0.19%
8/17/2016,"1,348.66","1,345.70","1,352.07","1,337.70",0.19%,0.27%
8/18/2016,"1,352.34","1,349.05","1,356.60","1,345.84",0.27%,-0.78%
8/19/2016,"1,341.78","1,352.91","1,353.44","1,337.93",-0.78%,-0.21%
8/22/2016,"1,339.02","1,340.83","1,341.65","1,332.10",-0.21%,-0.07%
8/23/2016,"1,338.10","1,339.34","1,345.45","1,335.65",-0.07%,-1.07%
8/24/2016,"1,323.75","1,337.88","1,340.52","1,323.70",-1.07%,-0.15%
8/25/2016,"1,321.70","1,323.75","1,327.50","1,317.96",-0.15%,-0.03%
8/26/2016,"1,321.33","1,321.89","1,341.54","1,318.89",-0.03%,0.16%
8/29/2016,"1,323.41","1,320.47","1,325.43","1,315.10",0.16%,-0.93%
8/30/2016,"1,311.15","1,323.20","1,325.70","1,309.15",-0.93%,-0.17%
8/31/2016,"1,308.95","1,311.25","1,316.54","1,305.41",-0.17%,0.37%
9/1/2016,"1,313.79","1,309.12","1,315.38","1,302.23",0.37%,0.85%
9/2/2016,"1,325.01","1,314.13","1,329.09","1,309.51",0.85%,0.16%
9/5/2016,"1,327.08","1,324.42","1,329.32","1,322.31",0.16%,1.72%
9/6/2016,"1,349.88","1,325.37","1,352.16","1,324.77",1.72%,-0.34%
9/7/2016,"1,345.24","1,348.67","1,353.01","1,342.74",-0.34%,-0.51%
9/8/2016,"1,338.35","1,345.11","1,349.78","1,335.54",-0.51%,-0.76%
9/9/2016,"1,328.15","1,338.41","1,340.03","1,327.70",-0.76%,-0.04%
9/12/2016,"1,327.63","1,328.29","1,330.68","1,320.79",-0.04%,-0.65%
9/13/2016,"1,319.05","1,327.99","1,332.64","1,315.72",-0.65%,0.30%
9/14/2016,"1,322.97","1,318.88","1,326.26","1,316.13",0.30%,-0.66%
9/15/2016,"1,314.25","1,322.72","1,327.53","1,309.70",-0.66%,-0.29%
9/16/2016,"1,310.43","1,313.91","1,318.43","1,306.62",-0.29%,0.23%
9/19/2016,"1,313.39","1,310.77","1,318.32","1,309.27",0.23%,0.13%
9/20/2016,"1,315.10","1,312.80","1,318.50","1,312.31",0.13%,1.65%
9/21/2016,"1,336.85","1,315.10","1,337.22","1,308.60",1.65%,0.03%
9/22/2016,"1,337.30","1,335.12","1,344.27","1,331.56",0.03%,0.02%
9/23/2016,"1,337.61","1,337.69","1,341.06","1,333.59",0.02%,0.03%
9/26/2016,"1,337.97","1,337.07","1,342.46","1,332.56",0.03%,-0.79%
9/27/2016,"1,327.36","1,337.77","1,339.78","1,324.81",-0.79%,-0.45%
9/28/2016,"1,321.41","1,326.90","1,327.74","1,317.89",-0.45%,-0.09%
9/29/2016,"1,320.27","1,322.08","1,326.02","1,315.89",-0.09%,-0.33%
9/30/2016,"1,315.96","1,320.56","1,328.23","1,312.83",-0.33%,-0.30%
10/3/2016,"1,311.96","1,318.24","1,320.11","1,309.58",-0.30%,-3.33%
10/4/2016,"1,268.30","1,312.18","1,313.52","1,266.81",-3.33%,-0.13%
10/5/2016,"1,266.70","1,269.41","1,277.51","1,262.12",-0.13%,-0.94%
10/6/2016,"1,254.74","1,267.73","1,269.94","1,250.20",-0.94%,0.18%
10/7/2016,"1,256.97","1,255.34","1,265.74","1,241.68",0.18%,0.22%
10/10/2016,"1,259.74","1,257.47","1,265.35","1,256.59",0.22%,-0.52%
10/11/2016,"1,253.25","1,259.06","1,262.66","1,252.60",-0.52%,0.17%
10/12/2016,"1,255.33","1,253.45","1,259.26","1,250.31",0.17%,0.22%
10/13/2016,"1,258.12","1,256.14","1,262.41","1,253.53",0.22%,-0.60%
10/14/2016,"1,250.55","1,258.79","1,259.65","1,247.51",-0.60%,0.41%
10/17/2016,"1,255.70","1,250.25","1,257.67","1,250.25",0.41%,0.57%
10/18/2016,"1,262.84","1,256.60","1,265.38","1,254.90",0.57%,0.52%
10/19/2016,"1,269.40","1,262.63","1,273.84","1,260.24",0.52%,-0.27%
10/20/2016,"1,266.00","1,269.55","1,274.02","1,264.55",-0.27%,0.06%
10/21/2016,"1,266.75","1,266.10","1,268.43","1,261.20",0.06%,-0.18%
10/24/2016,"1,264.44","1,266.21","1,272.25","1,260.75",-0.18%,0.78%
10/25/2016,"1,274.35","1,265.67","1,277.17","1,262.40",0.78%,-0.58%
10/26/2016,"1,266.99","1,273.30","1,276.89","1,264.58",-0.58%,0.10%
10/27/2016,"1,268.30","1,267.15","1,273.17","1,265.40",0.10%,0.63%
10/28/2016,"1,276.30","1,268.39","1,284.53","1,262.42",0.63%,0.08%
10/31/2016,"1,277.38","1,278.01","1,279.64","1,270.89",0.08%,0.84%
11/1/2016,"1,288.15","1,277.17","1,292.21","1,275.55",0.84%,0.72%
11/2/2016,"1,297.39","1,287.90","1,308.26","1,287.50",0.72%,0.49%
11/3/2016,"1,303.75","1,297.16","1,306.90","1,285.51",0.49%,0.04%
11/4/2016,"1,304.25","1,302.61","1,307.11","1,294.65",0.04%,-1.75%
11/7/2016,"1,281.41","1,291.61","1,295.90","1,277.80",-1.75%,-0.45%
11/8/2016,"1,275.64","1,281.66","1,290.84","1,273.04",-0.45%,0.19%
11/9/2016,"1,278.00","1,275.45","1,337.60","1,269.38",0.19%,-1.43%
11/10/2016,"1,259.76","1,277.68","1,292.22","1,252.28",-1.43%,-2.71%
11/11/2016,"1,225.68","1,259.82","1,265.50","1,219.50",-2.71%,-0.44%
11/14/2016,"1,220.26","1,227.91","1,231.56","1,211.47",-0.44%,0.64%
11/15/2016,"1,228.08","1,220.24","1,231.54","1,219.06",0.64%,-0.23%
11/16/2016,"1,225.30","1,228.38","1,233.47","1,221.60",-0.23%,-0.73%
11/17/2016,"1,216.39","1,225.68","1,231.80","1,211.12",-0.73%,-0.63%
11/18/2016,"1,208.69","1,216.39","1,218.13","1,203.90",-0.63%,0.44%
11/21/2016,"1,214.05","1,208.10","1,218.02","1,205.74",0.44%,-0.15%
11/22/2016,"1,212.24","1,214.29","1,221.45","1,206.24",-0.15%,-2.02%
11/23/2016,"1,187.77","1,212.24","1,215.05","1,181.57",-2.02%,-0.32%
11/24/2016,"1,184.00","1,188.11","1,191.34","1,181.79",-0.32%,-0.03%
11/25/2016,"1,183.63","1,184.96","1,193.96","1,171.96",-0.03%,0.83%
11/28/2016,"1,193.44","1,183.10","1,197.60","1,182.96",0.83%,-0.42%
11/29/2016,"1,188.46","1,193.30","1,195.06","1,180.97",-0.42%,-1.29%
11/30/2016,"1,173.11","1,188.72","1,195.36","1,170.75",-1.29%,-0.15%
12/1/2016,"1,171.30","1,173.29","1,177.07","1,160.77",-0.15%,0.48%
12/2/2016,"1,176.92","1,171.05","1,178.03","1,166.20",0.48%,-0.57%
12/5/2016,"1,170.26","1,182.80","1,187.79","1,157.08",-0.57%,-0.04%
12/6/2016,"1,169.74","1,170.18","1,175.40","1,166.53",-0.04%,0.36%
12/7/2016,"1,174.00","1,169.64","1,180.30","1,165.35",0.36%,-0.29%
12/8/2016,"1,170.55","1,173.65","1,178.62","1,168.88",-0.29%,-1.08%
12/9/2016,"1,157.87","1,170.48","1,172.22","1,156.17",-1.08%,0.37%
12/12/2016,"1,162.21","1,159.01","1,165.85","1,151.43",0.37%,-0.33%
12/13/2016,"1,158.35","1,162.45","1,165.16","1,154.71",-0.33%,-1.22%
12/14/2016,"1,144.25","1,158.39","1,165.10","1,139.47",-1.22%,-1.38%
12/15/2016,"1,128.43","1,143.81","1,144.50","1,122.44",-1.38%,0.50%
12/16/2016,"1,134.09","1,128.44","1,141.28","1,126.46",0.50%,0.44%
12/19/2016,"1,139.05","1,134.35","1,142.70","1,134.14",0.44%,-0.60%
12/20/2016,"1,132.20","1,139.34","1,140.08","1,125.63",-0.60%,-0.04%
12/21/2016,"1,131.80","1,132.14","1,137.50","1,129.29",-0.04%,-0.27%
12/22/2016,"1,128.69","1,131.80","1,134.17","1,127.43",-0.27%,0.43%
12/23/2016,"1,133.49","1,128.89","1,136.12","1,128.18",0.43%,0.04%
12/26/2016,"1,133.94","1,133.94","1,133.94","1,133.94",0.04%,0.48%
12/27/2016,"1,139.35","1,134.06","1,149.48","1,131.85",0.48%,0.27%
12/28/2016,"1,142.45","1,139.64","1,144.84","1,136.54",0.27%,1.39%
12/29/2016,"1,158.32","1,142.39","1,159.58","1,140.81",1.39%,-0.56%
12/30/2016,"1,151.85","1,158.68","1,163.53","1,149.49",-0.56%,-0.12%
1/2/2017,"1,150.52","1,150.55","1,152.66","1,149.66",-0.12%,0.73%
1/3/2017,"1,158.91","1,150.80","1,163.61","1,145.77",0.73%,0.42%
1/4/2017,"1,163.80","1,159.28","1,168.23","1,156.35",0.42%,1.43%
1/5/2017,"1,180.48","1,163.67","1,184.99","1,162.38",1.43%,-0.65%
1/6/2017,"1,172.81","1,180.38","1,181.49","1,170.37",-0.65%,0.72%
1/9/2017,"1,181.27","1,172.64","1,185.91","1,171.89",0.72%,0.55%
1/10/2017,"1,187.74","1,181.32","1,190.57","1,179.86",0.55%,0.35%
1/11/2017,"1,191.85","1,187.74","1,198.79","1,177.33",0.35%,0.32%
1/12/2017,"1,195.66","1,191.75","1,207.07","1,191.00",0.32%,0.17%
1/13/2017,"1,197.66","1,195.96","1,201.20","1,187.93",0.17%,0.46%
1/16/2017,"1,203.17","1,200.55","1,208.23","1,198.17",0.46%,1.11%
1/17/2017,"1,216.54","1,202.80","1,218.72","1,202.38",1.11%,-1.06%
1/18/2017,"1,203.64","1,216.56","1,217.60","1,201.91",-1.06%,0.12%
1/19/2017,"1,205.14","1,203.92","1,206.88","1,195.86",0.12%,0.40%
1/20/2017,"1,209.96","1,205.16","1,215.30","1,198.68",0.40%,0.62%
1/23/2017,"1,217.48","1,209.43","1,219.54","1,209.27",0.62%,-0.71%
1/24/2017,"1,208.81","1,217.40","1,219.66","1,206.02",-0.71%,-0.70%
1/25/2017,"1,200.31","1,208.79","1,209.84","1,192.83",-0.70%,-0.98%
1/26/2017,"1,188.57","1,199.93","1,202.67","1,184.11",-0.98%,0.25%
1/27/2017,"1,191.60","1,188.78","1,192.06","1,181.04",0.25%,0.31%
1/30/2017,"1,195.35","1,192.85","1,199.88","1,188.15",0.31%,1.28%
1/31/2017,"1,210.63","1,195.38","1,215.49","1,193.83",1.28%,-0.09%
2/1/2017,"1,209.49","1,210.89","1,213.59","1,198.12",-0.09%,0.53%
2/2/2017,"1,215.93","1,209.53","1,225.41","1,208.26",0.53%,0.32%
2/3/2017,"1,219.88","1,215.89","1,221.48","1,207.18",0.32%,1.29%
2/6/2017,"1,235.59","1,219.67","1,235.84","1,219.01",1.29%,-0.15%
2/7/2017,"1,233.72","1,235.23","1,235.86","1,227.41",-0.15%,0.67%
2/8/2017,"1,241.99","1,234.04","1,245.06","1,230.29",0.67%,-0.89%
2/9/2017,"1,230.89","1,242.48","1,244.52","1,230.22",-0.89%,0.26%
2/10/2017,"1,234.12","1,230.62","1,237.07","1,221.12",0.26%,-0.70%
2/13/2017,"1,225.44","1,231.84","1,232.65","1,219.37",-0.70%,0.26%
2/14/2017,"1,228.61","1,225.74","1,234.87","1,221.75",0.26%,0.35%
2/15/2017,"1,232.94","1,228.89","1,233.61","1,216.80",0.35%,0.50%
2/16/2017,"1,239.14","1,233.34","1,242.71","1,232.04",0.50%,-0.31%
2/17/2017,"1,235.29","1,239.25","1,243.84","1,234.52",-0.31%,0.25%
2/20/2017,"1,238.38","1,235.20","1,239.29","1,232.62",0.25%,-0.19%
2/21/2017,"1,235.97","1,237.03","1,238.92","1,225.80",-0.19%,0.14%
2/22/2017,"1,237.69","1,236.22","1,240.72","1,231.62",0.14%,0.95%
2/23/2017,"1,249.41","1,237.79","1,251.21","1,235.20",0.95%,0.60%
2/24/2017,"1,256.94","1,249.52","1,260.48","1,247.54",0.60%,-0.33%
2/27/2017,"1,252.76","1,257.41","1,263.88","1,250.48",-0.33%,-0.33%
2/28/2017,"1,248.59","1,252.48","1,258.37","1,247.48",-0.33%,0.03%
3/1/2017,"1,248.94","1,248.57","1,250.68","1,236.53",0.03%,-1.09%
3/2/2017,"1,235.30","1,249.44","1,250.36","1,231.16",-1.09%,-0.08%
3/3/2017,"1,234.30","1,234.80","1,236.28","1,222.59",-0.08%,-0.68%
3/6/2017,"1,225.96","1,232.81","1,237.17","1,224.65",-0.68%,-0.84%
3/7/2017,"1,215.67","1,225.62","1,227.25","1,213.67",-0.84%,-0.67%
3/8/2017,"1,207.58","1,215.65","1,218.68","1,206.13",-0.67%,-0.56%
3/9/2017,"1,200.83","1,207.63","1,209.17","1,199.12",-0.56%,0.31%
3/10/2017,"1,204.55","1,200.80","1,206.43","1,194.62",0.31%,-0.04%
3/13/2017,"1,204.05","1,205.43","1,211.66","1,202.47",-0.04%,-0.41%
3/14/2017,"1,199.08","1,204.25","1,208.38","1,197.54",-0.41%,1.69%
3/15/2017,"1,219.40","1,199.11","1,222.66","1,197.93",1.69%,0.61%
3/16/2017,"1,226.78","1,219.03","1,233.51","1,217.83",0.61%,0.19%
3/17/2017,"1,229.15","1,227.31","1,232.45","1,225.06",0.19%,0.39%
3/20/2017,"1,233.90","1,229.79","1,236.25","1,229.51",0.39%,0.90%
3/21/2017,"1,245.00","1,233.78","1,248.10","1,226.82",0.90%,0.35%
3/22/2017,"1,249.35","1,244.15","1,251.76","1,243.89",0.35%,-0.32%
3/23/2017,"1,245.30","1,248.86","1,253.62","1,242.84",-0.32%,-0.09%
3/24/2017,"1,244.17","1,244.88","1,252.28","1,240.72",-0.09%,0.81%
3/27/2017,"1,254.30","1,248.01","1,261.53","1,247.69",0.81%,-0.21%
3/28/2017,"1,251.63","1,253.82","1,258.46","1,247.52",-0.21%,0.07%
3/29/2017,"1,252.45","1,251.64","1,255.16","1,247.25",0.07%,-0.73%
3/30/2017,"1,243.30","1,253.10","1,254.20","1,242.61",-0.73%,0.47%
3/31/2017,"1,249.13","1,242.83","1,251.11","1,240.05",0.47%,0.34%
4/3/2017,"1,253.35","1,248.40","1,254.20","1,244.55",0.34%,0.23%
4/4/2017,"1,256.22","1,255.46","1,261.90","1,254.46",0.23%,-0.07%
4/5/2017,"1,255.30","1,255.73","1,257.78","1,243.85",-0.07%,-0.28%
4/6/2017,"1,251.80","1,256.40","1,259.46","1,249.85",-0.28%,0.18%
4/7/2017,"1,254.05","1,252.11","1,270.96","1,250.80",0.18%,0.05%
4/10/2017,"1,254.73","1,254.26","1,257.70","1,247.50",0.05%,1.57%
4/11/2017,"1,274.44","1,255.23","1,275.55","1,253.29",1.57%,0.95%
4/12/2017,"1,286.60","1,274.51","1,287.29","1,272.42",0.95%,0.09%
4/13/2017,"1,287.74","1,285.54","1,289.03","1,281.74",0.09%,-0.16%
4/14/2017,"1,285.69","1,287.35","1,288.75","1,285.31",-0.16%,-0.07%
4/17/2017,"1,284.80","1,292.96","1,295.92","1,281.61",-0.07%,0.38%
4/18/2017,"1,289.64","1,284.94","1,292.70","1,279.40",0.38%,-0.77%
4/19/2017,"1,279.66","1,290.21","1,291.51","1,276.48",-0.77%,0.17%
4/20/2017,"1,281.85","1,280.06","1,283.79","1,276.74",0.17%,0.21%
4/21/2017,"1,284.50","1,281.96","1,288.67","1,278.43",0.21%,-0.72%
4/24/2017,"1,275.30","1,269.88","1,277.48","1,266.01",-0.72%,-0.90%
4/25/2017,"1,263.76","1,276.96","1,278.57","1,261.81",-0.90%,0.42%
4/26/2017,"1,269.05","1,264.41","1,271.10","1,260.30",0.42%,-0.35%
4/27/2017,"1,264.60","1,268.80","1,270.53","1,261.61",-0.35%,0.28%
4/28/2017,"1,268.15","1,264.26","1,269.08","1,263.30",0.28%,-0.90%
5/1/2017,"1,256.80","1,268.60","1,271.60","1,254.16",-0.90%,0.01%
5/2/2017,"1,256.90","1,256.51","1,257.89","1,251.48",0.01%,-1.47%
5/3/2017,"1,238.38","1,256.71","1,257.29","1,236.41",-1.47%,-0.86%
5/4/2017,"1,227.75","1,238.66","1,241.77","1,225.70",-0.86%,0.00%
5/5/2017,"1,227.74","1,227.93","1,235.79","1,225.83",0.00%,-0.12%
5/8/2017,"1,226.30","1,225.67","1,237.10","1,225.36",-0.12%,-0.41%
5/9/2017,"1,221.30","1,226.12","1,229.01","1,214.21",-0.41%,-0.18%
5/10/2017,"1,219.15","1,221.42","1,226.15","1,217.49",-0.18%,0.47%
5/11/2017,"1,224.85","1,218.74","1,228.20","1,217.81",0.47%,0.32%
5/12/2017,"1,228.83","1,225.41","1,232.26","1,224.55",0.32%,0.15%
5/15/2017,"1,230.71","1,228.40","1,237.76","1,227.20",0.15%,0.49%
5/16/2017,"1,236.80","1,231.46","1,239.50","1,230.51",0.49%,1.94%
5/17/2017,"1,260.74","1,237.31","1,261.55","1,236.30",1.94%,-1.09%
5/18/2017,"1,247.05","1,261.56","1,265.54","1,245.90",-1.09%,0.68%
5/19/2017,"1,255.55","1,246.67","1,256.98","1,246.61",0.68%,0.39%
5/22/2017,"1,260.46","1,256.10","1,263.00","1,251.61",0.39%,-0.74%
5/23/2017,"1,251.16","1,260.13","1,264.18","1,250.46",-0.74%,0.59%
5/24/2017,"1,258.55","1,251.26","1,259.37","1,247.70",0.59%,-0.22%
5/25/2017,"1,255.76","1,258.49","1,260.08","1,253.89",-0.22%,0.90%
5/26/2017,"1,267.05","1,255.60","1,269.88","1,252.88",0.90%,-0.01%
5/29/2017,"1,266.97","1,267.47","1,269.12","1,265.12",-0.01%,-0.31%
5/30/2017,"1,263.10","1,267.24","1,270.86","1,259.39",-0.31%,0.43%
5/31/2017,"1,268.59","1,263.05","1,274.24","1,259.26",0.43%,-0.23%
6/1/2017,"1,265.64","1,268.89","1,270.72","1,261.49",-0.23%,1.13%
6/2/2017,"1,279.98","1,266.11","1,279.98","1,259.00",1.13%,0.00%
6/5/2017,"1,279.95","1,279.34","1,283.77","1,278.00",0.00%,1.10%
6/6/2017,"1,294.00","1,280.26","1,296.47","1,279.44",1.10%,-0.55%
6/7/2017,"1,286.91","1,294.39","1,295.28","1,283.00",-0.55%,-0.62%
6/8/2017,"1,278.90","1,287.45","1,289.34","1,271.49",-0.62%,-0.98%
6/9/2017,"1,266.40","1,279.29","1,281.30","1,264.74",-0.98%,-0.05%
6/12/2017,"1,265.74","1,267.42","1,271.01","1,263.95",-0.05%,0.01%
6/13/2017,"1,265.85","1,264.75","1,269.42","1,259.66",0.01%,-0.37%
6/14/2017,"1,261.18","1,266.28","1,279.87","1,257.15",-0.37%,-0.57%
6/15/2017,"1,254.00","1,260.70","1,267.04","1,251.68",-0.57%,-0.03%
6/16/2017,"1,253.63","1,254.36","1,257.63","1,251.55",-0.03%,-0.83%
6/19/2017,"1,243.25","1,254.00","1,256.12","1,243.22",-0.83%,0.00%
6/20/2017,"1,243.19","1,244.04","1,248.38","1,241.38",0.00%,0.27%
6/21/2017,"1,246.55","1,243.16","1,248.31","1,241.25",0.27%,0.33%
6/22/2017,"1,250.62","1,245.55","1,255.05","1,245.55",0.33%,0.50%
6/23/2017,"1,256.90","1,250.00","1,259.31","1,249.74",0.50%,-0.99%
6/26/2017,"1,244.45","1,258.13","1,258.54","1,236.96",-0.99%,0.21%
6/27/2017,"1,247.10","1,243.65","1,253.13","1,241.12",0.21%,0.18%
6/28/2017,"1,249.32","1,247.37","1,255.11","1,247.37",0.18%,-0.29%
6/29/2017,"1,245.74","1,249.18","1,253.71","1,239.66",-0.29%,-0.33%
6/30/2017,"1,241.60","1,244.82","1,248.59","1,239.70",-0.33%,-1.70%
7/3/2017,"1,220.46","1,241.46","1,242.83","1,218.41",-1.70%,0.29%
7/4/2017,"1,223.97","1,221.94","1,226.74","1,220.69",0.29%,0.24%
7/5/2017,"1,226.95","1,223.55","1,229.34","1,217.64",0.24%,-0.15%
7/6/2017,"1,225.15","1,227.06","1,229.57","1,222.56",-0.15%,-1.00%
7/7/2017,"1,212.90","1,224.39","1,227.20","1,207.25",-1.00%,0.12%
7/10/2017,"1,214.35","1,213.70","1,215.60","1,204.85",0.12%,0.28%
7/11/2017,"1,217.69","1,214.59","1,217.79","1,207.89",0.28%,0.19%
7/12/2017,"1,220.00","1,217.95","1,226.10","1,214.51",0.19%,-0.21%
7/13/2017,"1,217.45","1,220.21","1,224.92","1,216.63",-0.21%,0.95%
7/14/2017,"1,228.98","1,216.63","1,233.16","1,214.95",0.95%,0.44%
7/17/2017,"1,234.40","1,228.60","1,236.44","1,228.30",0.44%,0.65%
